idiom,sentence
all hell broke loose,i
all hell broke loose,i
all hell broke loose,i
off the hook,i
off the hook,i
off the hook,The expression 'off the hook' is being used literally in the sentence 'I must have left it off the hook this morning.' So the response is 'l'.
against the grain,'i'
against the grain,i
play with fire,i
play with fire,l
play with fire,i
make a killing,"The expression 'make a killing' is being used figuratively in the sentence 'Gardening columns in the Sunday newspapers were full of it, magazines and television programmes gave advice and encouragement and the garden centres made a killing on weedkiller sales.'. Therefore, the response is 'i'."
make a killing,i
make a killing,i
carry the can,i
carry the can,i
carry the can,i
in the doghouse,i
in the doghouse,"The expression 'in the doghouse' occurs figuratively in the sentence: '‘Who 's in the doghouse , then?’ asked Zach.' Therefore, the response is 'i'."
in the doghouse,'i'
behind the scenes,"The expression 'behind the scenes' is being used literally in this sentence: 'Behind the scenes the ' gals ' whose fate will be determined by a male judging panel banter and bicker , in various states of undress , unaware that one of their number is a man with a mission to woo an unrequited love who works in the same supermarket and has also entered the contest.'. Thus, the correct response is 'l'."
behind the scenes,'l'
behind the scenes,i
go to the wall,i
go to the wall,i
go to the wall,"The expression 'go to the wall' is being used figuratively in the sentence 'quite right , the statistics he was actually talking about , and somebody actually pulled him up on th , up on this and said , okay you 're talking about the number of firms who went to the wall , but what about new firms being created ?'. 

So the response is: i"
see the light of day,i
see the light of day,i
under the weather,i
under the weather,i
under the weather,i
jump through hoops,i
jump through hoops,The expression 'jump through hoops' is being used figuratively in the sentence 'Jumps through hoops.'. The response would be 'i'.
jump through hoops,"In the sentence 'In principle , one can create a “ cap - and - trade ” system of quantitative restrictions that accomplishes much the same thing – and this seems to be more palatable to politicians , who will jump through hoops to avoid using the word “ tax . ”', the expression 'jump through hoops' is used figuratively.

The response is: i"
on the horn,i
on the horn,i
to the bone,"The expression 'to the bone' is being used figuratively in the sentence: 'It had been in his eyes when he lay on the bed staring rigidly at the ceiling , a terrifying , heart - rending pain that cut her to the bone .'. Therefore, the correct response is 'i'."
to the bone,i
push the envelope,i
push the envelope,i
look on the bright side,"In the sentence 'JAMIE REDKNAPP last night looked on the bright side of Liverpool 's worst start to a season since 1954 .', the expression 'look on the bright side' is being used figuratively. So, the response is 'i'."
look on the bright side,i
up to here,i
up to here,'i'
up to here,i
night and day,'l'
night and day,"The expression 'night and day' is being used literally in the sentence 'The reason for all this is because carp are very hard fish to catch and carp fishermen fish for a long period of time often a few nights and days.'. Therefore, the correct response is 'l'."
head for the hills,'l'
head for the hills,'i'
head for the hills,l
pass the buck,i
pass the buck,i
rise from the ashes,i
rise from the ashes,i
rise from the ashes,The expression 'rise from the ashes' is being used figuratively in the sentence 'ICM — the newcomer that rose from the ashes of Marplan — is owned by its management.'.
meat and potatoes,i
meat and potatoes,"The expression 'meat and potatoes' is being used figuratively in the sentence 'And design your dinner so that everyone can eat the same thing and enjoy it — with the recipes below, even the greediest red meat - and - potatoes man will feel he 's had his fill !'. 

So, the response is: 'i'."
meat and potatoes,l
in bed with,'l'
in bed with,'l'
in bed with,'l'
in the pink,"For the expression 'in the pink':

If 'in the pink' is referring to someone being in good health or in a good condition, it is used figuratively, so the response would be 'i'. 

However, if 'in the pink' is describing something or someone that is literally inside something that is colored pink, it is used literally, so the response would be 'l'.

Since you have not provided the context in which 'in the pink' is used, I cannot give a definitive 'i' or 'l'. Please provide the full sentence for a specific determination."
in the pink,i
in the pink,i
go to town,l
go to town,'l'
go to town,i
heart of gold,'i'
heart of gold,i
heart of gold,"The expression 'heart of gold' is being used figuratively in the sentence. 

So, the response is: 'i'."
par for the course,"The expression 'par for the course' is being used figuratively in the sentence 'It is only right — and traditionally par for the course — that anyone with a vested interest in defending LTA policy , should in fact do so.'. 

So the response is: i"
par for the course,i
par for the course,i
out of line,"The expression 'out of line' is being used literally in the sentence: 'The symmetry of his body and the smoothness of his movements were thrown out of balance by the slight bulge that heaved one shoulder out of line with its fellow.'. So, the answer is 'l'."
out of line,i
out of line,i
