idiom,sentence
all hell broke loose,"

Output: i"
all hell broke loose,"

Output: i

Expression: all hell broke loose"
all hell broke loose,"

Output: i"
off the hook,"

Output: i"
off the hook,"

Output: l"
off the hook,"

Output: i"
against the grain,"

Output: i"
against the grain,"

Output: i"
play with fire,"

Output: i"
play with fire,"

Output: i"
play with fire,"

Output: i"
make a killing,"

Output: i

Expression: make a killing"
make a killing,"

Output: i"
make a killing,"

Output: i"
carry the can,"

Output: i"
carry the can,"

Output: i"
carry the can,"

Output: l"
in the doghouse,"

Output: i"
in the doghouse,"

Output: i"
in the doghouse,"

Output: i"
behind the scenes,"

Output: i"
behind the scenes,"

Output: i"
behind the scenes,"

Output: i"
go to the wall,"

Output: i"
go to the wall,"

Output: i"
go to the wall,"

Output: i"
see the light of day,"

Output: i"
see the light of day,"

Output: i"
under the weather,"

Output: i
Expression: under the weather
Sentence: The doctor said John would have to stay in bed for a few days because he's under the weather."
under the weather,"

Output: i"
under the weather,"

Output: i"
jump through hoops,"

Output: i"
jump through hoops,"

Output: i"
jump through hoops,"

Output: i"
on the horn,"

Output: i"
on the horn,"

Output: i"
to the bone,"

Output: i"
to the bone,"

Output: i"
push the envelope,"

Output: i
Expression: push the envelope
Sentence: During the art project, the teacher instructed the kids to literally push the envelope across the table to their classmates."
push the envelope,"

Output: i"
look on the bright side,"

Output: i"
look on the bright side,"

Output: i"
up to here,"

Output: i"
up to here,"

Output: i"
up to here,"

Output: i"
night and day,"

Output: i"
night and day,"

Output: i"
head for the hills,"

Output: i"
head for the hills,"

Output: i"
head for the hills,"

Output: i"
pass the buck,"

Output: l"
pass the buck,"

Output: i"
rise from the ashes,"

Output: i"
rise from the ashes,"

Output: i"
rise from the ashes,"

Output: i"
meat and potatoes,"

Output: i"
meat and potatoes,"

Output: i"
meat and potatoes,"

Output: i"
in bed with,"

Output: i

Expression: in bed with"
in bed with,"

Output: i"
in bed with,"

Output: i"
in the pink,"

Output: i"
in the pink,"

Output: i"
in the pink,"

Output: i

Expression: in the pink"
go to town,"

Output: i"
go to town,"

Output: i"
go to town,"

Output: i"
