idiom,sentence
all hell broke loose,"

output: i"
all hell broke loose,"

output: i"
all hell broke loose,"

output: i"
off the hook,"

output: i"
off the hook,"

output: i"
off the hook,"

output: l"
against the grain,"

output: i"
against the grain,"

output: l"
play with fire,"

output: i"
play with fire,"

output: l"
play with fire,"

output: i"
make a killing,"

output: i"
make a killing,"

output: i"
make a killing,"

output: i"
carry the can,"

output: i"
carry the can,"

output: i"
carry the can,"

output: i"
in the doghouse,"

output: i"
in the doghouse,"

output: i"
in the doghouse,"

output: i"
behind the scenes,"

output: i"
behind the scenes,"

output: l"
behind the scenes,"

output: i"
go to the wall,"

output: i"
go to the wall,"

output: i"
go to the wall,"

output: i"
see the light of day,"

output: i"
see the light of day,"

output: i"
under the weather,"

output: i"
under the weather,"

output: i"
under the weather,"

output: i"
jump through hoops,"

output: i"
jump through hoops,"

output: i"
jump through hoops,"

output: i"
on the horn,"

output: i"
on the horn,"

output: i"
to the bone,"

output: i"
to the bone,"

output: i"
push the envelope,"

output: i"
push the envelope,"

output: i"
look on the bright side,"

output: i"
look on the bright side,"

output: i"
up to here,"

output: i"
up to here,"

output: i"
up to here,"

output: i"
night and day,"

output: l"
night and day,"

output: l"
head for the hills,"

output: l"
head for the hills,"

output: i"
head for the hills,"

output: i"
pass the buck,"

output: i"
pass the buck,"

output: i"
rise from the ashes,"

output: i"
rise from the ashes,"

output: i"
rise from the ashes,"

output: i"
meat and potatoes,"

output: i"
meat and potatoes,"

output: i"
meat and potatoes,"

output: i"
in bed with,"

output: i"
in bed with,"

output: l"
in bed with,"

output: l"
in the pink,"

output: i"
in the pink,"

output: i"
in the pink,"

output: l"
go to town,"

output: i"
go to town,"

output: i"
go to town,"

output: i"
heart of gold,"

output: i"
heart of gold,"

output: i"
heart of gold,"

output: i"
par for the course,"

output: i"
par for the course,"

output: i"
par for the course,"

output: i"
out of line,"

output: l"
out of line,"

output: i"
out of line,"

output: i"
stay the course,"

output: i"
stay the course,"

output: i"
stay the course,"

output: i"
smoke and mirrors,"

output: i"
smoke and mirrors,"

output: i"
get to the bottom of,"

output: i"
get to the bottom of,"

output: i"
get to the bottom of,"

output: i"
by the book,"

output: i"
by the book,"

output: i"
in your face,"

output: i"
in your face,"

output: i"
in your face,"

output: i"
in the black,"

output: i"
in the black,"

output: i"
in the black,"

output: i"
hit the nail on the head,"

output: i"
hit the nail on the head,"

output: i"
in the driving seat,"

output: i"
in the driving seat,"

output: i"
in the driving seat,"

output: i"
join the club,"

output: l"
join the club,"

output: i"
join the club,"

output: i"
walk the plank,"

output: i"
walk the plank,"

output: i"
eat humble pie,"

output: i"
eat humble pie,"

output: i"
eat humble pie,"

output: i"
up the river,"

output: i"
up the river,"

output: l"
up the river,"

output: l"
circle the wagons,"

output: i"
look the part,"

output: i"
look the part,"

output: i"
look the part,"

output: i"
moment of truth,"

output: i"
all bets are off,"

output: i"
all bets are off,"

output: i"
knock someone's socks off,"

output: i"
on the side of the angels,"

output: i"
on the side of the angels,"

output: i"
on the side of the angels,"

output: i"
jump on the bandwagon,"

output: i"
jump on the bandwagon,"

output: i"
jump on the bandwagon,"

output: i"
turn the other cheek,"

output: i"
raise the roof,"

output: i"
raise the roof,"

output: i"
raise the roof,"

output: i"
do the right thing,"

output: i"
do the right thing,"

output: i"
do the right thing,"

output: i"
on the square,"

output: i"
on the square,"

output: i"
on the square,"

output: l"
pick up the pieces,"

output: i"
pick up the pieces,"

output: l"
pick up the pieces,"

output: i"
touch and go,"

output: i"
off and running,"

output: i"
off and running,"

output: i"
off and running,"

output: i"
horses for courses,"

output: i"
horses for courses,"

output: i"
horses for courses,"

output: i"
wipe the slate clean,"

output: i"
wipe the slate clean,"

output: i"
wipe the slate clean,"

output: i"
hit the jackpot,"

output: i"
hit the jackpot,"

output: i"
hit the jackpot,"

output: i"
round the bend,"

output: i"
round the bend,"

output: i"
round the bend,"

output: l"
go for the jugular,"

output: i"
go for the jugular,"

output: i"
go for the jugular,"

output: i"
nip and tuck,"

output: i"
nip and tuck,"

output: i"
nip and tuck,"

output: i"
throw the baby out with the bathwater,"

output: i"
throw the baby out with the bathwater,"

output: i"
out of order,"

output: i"
out of order,"

output: i"
out of order,"

output: i"
muddy the waters,"

output: i"
muddy the waters,"

output: i"
muddy the waters,"

output: i"
