idiom,sentence
all hell broke loose,i
all hell broke loose,The expression 'all hell broke loose' is used figuratively in the sentence: 'Not at all bad considering that all hell broke loose in September and the City was rocked by events outside its control.' → Output: i
all hell broke loose,i
off the hook,i
off the hook,i
off the hook,l
against the grain,i
against the grain,l
play with fire,i
play with fire,Output: l
play with fire,i
make a killing,"The expression 'make a killing' is used figuratively in the sentence: 'Gardening columns in the Sunday newspapers were full of it, magazines and television programmes gave advice and encouragement and the garden centres made a killing on weedkiller sales.' → Output: i"
make a killing,"The expression 'make a killing' is used figuratively in the sentence: 'One of the psychologists , who moved into the salesman 's world like witch doctors and made a killing , was Dr Ernest Dichter from Freud 's own city of Vienna , the ‘ father’ of Motivational Research , whose institute could be hired to help sell anything for $ 500 a day .' → Output: i"
make a killing,i
carry the can,The expression 'carry the can' is used figuratively in the sentence 'In Tory demonology they will always carry the can.' → Output: i
carry the can,The expression 'carry the can' is used figuratively in the sentence: 'It is the racing industry 's ‘ generals’ who must carry the can.' → Output: i
carry the can,"The expression 'carry the can' is used figuratively in the sentence: 'It not take him long to realize that if the police wanted someone to carry the can , then Dirk Coetzee was heading for death row .' → Output: i"
in the doghouse,i
in the doghouse,i
in the doghouse,i
behind the scenes,i
behind the scenes,"The expression 'behind the scenes' is used figuratively in the sentence: 'Often groups can be given a "" familiarisation visit "" , going behind the scenes in the archives to learn about the range of documents and the methods of preserving and caring for them .' → Output: i"
behind the scenes,i
go to the wall,"The expression 'go to the wall' is used figuratively in the sentence: 'The number of businesses going to the wall was 21pc higher than the previous quarter and 20pc up on the same period a year ago, underlining the renewed strength of recession since the spring.' → Output: i"
go to the wall,The expression 'go to the wall' is used figuratively in the sentence 'The trades unionist suspects that in competitive capitalism the weak go to the wall.' → Output: i
go to the wall,"The expression 'go to the wall' is used figuratively in the sentence: 'quite right , the statistics he was actually talking about , and somebody actually pulled him up on th , up on this and said , okay you 're talking about the number of firms who went to the wall , but what about new firms being created ?' → Output: i"
see the light of day,The expression 'see the light of day' is used figuratively in the sentence: 'Both are out of print and according to his publisher ( the wacky John Muir of Todmorden ) are unlikely ever to see the light of day again .' → Output: i
see the light of day,i
under the weather,The expression 'under the weather' is used figuratively in the sentence: 'And she said Alec was at the doctors cos he was feeling under the weather.' → Output: i
under the weather,i
under the weather,i
jump through hoops,i
jump through hoops,l
jump through hoops,i
on the horn,i
on the horn,l
to the bone,i
to the bone,i
push the envelope,i
push the envelope,i
look on the bright side,i
look on the bright side,i
up to here,i
up to here,i
up to here,i
night and day,l
night and day,l
head for the hills,l
head for the hills,i
head for the hills,l
pass the buck,The expression 'pass the buck' is used figuratively in the sentence: 'I hope this Tory government's change of heart is genuine and that they are not just trying to pass the buck.' → Output: i
pass the buck,i
rise from the ashes,i
rise from the ashes,The expression 'rise from the ashes' is used figuratively in the sentence 'THE landmark spire of Colmcille Roman Catholic church in Holywood has risen from the ashes of the fire which virtually destroyed it four years ago.' → Output: i
rise from the ashes,i
meat and potatoes,i
meat and potatoes,i
meat and potatoes,i
in bed with,i
in bed with,l
in bed with,l
in the pink,The expression 'in the pink' is used figuratively in the sentence 'In the Pink'. → Output: i
in the pink,i
in the pink,l
go to town,l
go to town,l
go to town,"The expression 'go to town' is used figuratively in the sentence: 'The original stuff had all been ripped out years ago , so when I moved in I thought I 'd go to town on the redecoration .' → Output: i"
heart of gold,"The expression 'heart of gold' is used figuratively in the sentence: 'Then he got the girl ( the bartender with the heart of gold ) and rode his motorcycle into … well , an ending .' → Output: i"
heart of gold,The expression 'heart of gold' is used figuratively in the sentence: 'But the heart - of - gold whore and the con man are sentimentally conceived.' → Output: i
heart of gold,i
par for the course,i
par for the course,i
par for the course,i
out of line,l
out of line,i
out of line,The expression 'out of line' is used figuratively in the sentence. → Output: i
stay the course,i
stay the course,i
stay the course,i
smoke and mirrors,i
smoke and mirrors,i
get to the bottom of,i
get to the bottom of,The expression 'get to the bottom of' is used figuratively in the sentence: 'He is determined to have a clear - the - air meeting with Murray this weekend and snapped yesterday : ‘ I have to get to the bottom of this mess .' → Output: i
get to the bottom of,i
by the book,i
by the book,i
in your face,i
in your face,i
in your face,i
in the black,i
in the black,l
in the black,i
hit the nail on the head,i
hit the nail on the head,i
in the driving seat,The expression 'in the driving seat' is used figuratively in the sentence 'In the driving seat to replace whoever goes down are London Scottish .' → Output: i
in the driving seat,The expression 'in the driving seat' is used figuratively in the sentence: 'I agree with the Lord of Aberdale that it is vital for the elected representatives on the police authority to be clearly seen to be in the driving seat of the committee.' → Output: i
in the driving seat,i
join the club,l
join the club,i
join the club,i
walk the plank,i
walk the plank,i
eat humble pie,"The expression 'eat humble pie' is used figuratively in the sentence: 'Richmond coach , Kevin Boroevich , will have to eat some humble pie at training after being sent off for punching in the 21–15 win in a friendly against Fylde .' → Output: i"
eat humble pie,i
eat humble pie,i
up the river,i
up the river,l
up the river,l
circle the wagons,The expression 'circle the wagons' is used figuratively in the sentence 'Circling the wagons'. → Output: i
look the part,The expression 'look the part' is used figuratively in the sentence: 'I thought maybe he 'd convinced Malcolm that he was overweight — which he was n't — and Malcolm had this real thing about us looking the part .' → Output: i
look the part,i
look the part,i
moment of truth,i
all bets are off,i
all bets are off,i
knock someone's socks off,i
on the side of the angels,i
on the side of the angels,"The expression 'on the side of the angels' is used figuratively in the sentence: 'THE government of the United States wants to show it is on the side of the angels, but finds too few of them in Central America.' → Output: i"
on the side of the angels,i
jump on the bandwagon,i
jump on the bandwagon,i
jump on the bandwagon,i
turn the other cheek,i
raise the roof,i
raise the roof,i
raise the roof,i
do the right thing,i
do the right thing,i
do the right thing,"The expression 'do the right thing' is used figuratively in the sentence: 'Firms that wanted to do the right thing, to spend the money to reduce their emissions, now worry that doing so would put them at a competitive disadvantage as others continue to emit without restraint.' → Output: i"
on the square,l
on the square,i
on the square,l
pick up the pieces,i
pick up the pieces,l
pick up the pieces,i
touch and go,i
off and running,l
off and running,i
off and running,i
horses for courses,i
horses for courses,i
horses for courses,The expression 'horses for courses' is used figuratively in the sentence 'Horses for courses'. → Output: i
wipe the slate clean,i
wipe the slate clean,"The expression 'wipe the slate clean' is used figuratively in the sentence: 'In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup.' → Output: i"
wipe the slate clean,i
hit the jackpot,i
hit the jackpot,i
hit the jackpot,i
round the bend,i
round the bend,"The expression 'round the bend' is used figuratively in the sentence: 'McQueen was accompanied on location by Ali MacGraw , whom he had met on The Getaway , and whose presence he admitted saved him from going round the bend .' → Output: i"
round the bend,l
go for the jugular,i
go for the jugular,i
go for the jugular,i
nip and tuck,i
nip and tuck,i
nip and tuck,i
throw the baby out with the bathwater,i
throw the baby out with the bathwater,The expression 'throw the baby out with the bathwater' is used figuratively in the sentence 'They must face up to the limitations of the Western model — though the baby of Western expertise should not be thrown out with the bathwater of its failings.' → Output: i
out of order,i
out of order,i
out of order,i
muddy the waters,The expression 'muddy the waters' is used figuratively in the sentence: 'It has also sent the West numerous doubtful and bogus defectors to muddy the waters.' → Output: i
muddy the waters,The expression 'muddy the waters' is used figuratively in the sentence: 'The conflation of these two completely distinct hypotheses has merely served to muddy the waters still further in the already turbulent and confused debate between Keynesians and new classicals.' → Output: i
