idiom,sentence
all hell broke loose,l
all hell broke loose,l
all hell broke loose,l
off the hook,l
off the hook,l
off the hook,The expression 'off the hook' is used literally in the sentence: 'The coat fell off the hook and onto the floor.' → Output: l
against the grain,l
against the grain,l
play with fire,l
play with fire,l
play with fire,l
make a killing,l
make a killing,l
make a killing,i
carry the can,l
carry the can,"The expression 'carry the can' is used literally in the sentence: 'While camping, she was assigned to carry the can of beans to the picnic table.' → Output: l"
carry the can,l
in the doghouse,l
in the doghouse,l
in the doghouse,l
behind the scenes,l
behind the scenes,l
behind the scenes,l
go to the wall,l
go to the wall,l
go to the wall,l
see the light of day,l
see the light of day,l
under the weather,i
under the weather,i
under the weather,i
jump through hoops,l
jump through hoops,The expression 'jump through hoops' is used literally in the sentence: 'The gymnast had to jump through hoops as part of her routine.' → Output: l
jump through hoops,l
on the horn,l
on the horn,l
to the bone,l
to the bone,l
push the envelope,l
push the envelope,l
look on the bright side,l
look on the bright side,l
up to here,l
up to here,l
up to here,l
night and day,l
night and day,i
head for the hills,l
head for the hills,l
head for the hills,l
pass the buck,l
pass the buck,l
rise from the ashes,"The expression 'rise from the ashes' is used literally in the sentence: 'After the forest fire, new sprouts started to rise from the ashes, signaling the rebirth of nature.' → Output: l"
rise from the ashes,"The expression 'rise from the ashes' is used figuratively in the sentence: 'Documenting the volcanic eruption, scientists examined how life could rise from the ashes in such a hostile environment.' → Output: i"
rise from the ashes,l
meat and potatoes,l
meat and potatoes,l
meat and potatoes,l
in bed with,l
in bed with,l
in bed with,l
in the pink,l
in the pink,The expression 'in the pink' is used literally in the sentence: 'She looked ethereal in the pink dress she wore to the party.' → Output: l
in the pink,l
go to town,l
go to town,l
go to town,l
heart of gold,l
heart of gold,l
heart of gold,l
par for the course,l
par for the course,l
par for the course,l
out of line,l
out of line,l
out of line,l
stay the course,i
stay the course,i
stay the course,l
smoke and mirrors,l
smoke and mirrors,i
get to the bottom of,l
get to the bottom of,l
get to the bottom of,l
by the book,l
by the book,l
in your face,l
in your face,l
in your face,l
in the black,l
in the black,l
in the black,l
hit the nail on the head,l
hit the nail on the head,l
in the driving seat,l
in the driving seat,l
in the driving seat,The expression 'in the driving seat' is used literally in the sentence: 'He quickly adjusted the mirrors as he settled into the driving seat.' → Output: l
join the club,l
join the club,l
join the club,l
walk the plank,l
walk the plank,l
eat humble pie,l
eat humble pie,l
eat humble pie,l
up the river,l
up the river,l
up the river,l
circle the wagons,l
look the part,i
look the part,i
look the part,i
moment of truth,i
all bets are off,i
all bets are off,l
knock someone's socks off,i
on the side of the angels,i
on the side of the angels,l
on the side of the angels,l
jump on the bandwagon,i
jump on the bandwagon,i
jump on the bandwagon,i
turn the other cheek,l
raise the roof,"The expression 'raise the roof' is used literally in the sentence: 'During the renovation, they decided to raise the roof to create a more spacious living area.' → Output: l"
raise the roof,l
raise the roof,l
do the right thing,i
do the right thing,i
do the right thing,The expression 'do the right thing' is used figuratively in the sentence 'She was praised by her family for always trying to do the right thing.' → Output: i
on the square,l
on the square,l
on the square,l
pick up the pieces,l
pick up the pieces,l
pick up the pieces,l
touch and go,Output: l
off and running,l
off and running,Output: l
off and running,l
horses for courses,l
horses for courses,l
horses for courses,l
wipe the slate clean,l
wipe the slate clean,i
wipe the slate clean,i
hit the jackpot,l
hit the jackpot,l
hit the jackpot,l
round the bend,l
round the bend,l
round the bend,l
go for the jugular,l
go for the jugular,l
go for the jugular,l
nip and tuck,l
nip and tuck,l
nip and tuck,l
throw the baby out with the bathwater,i
throw the baby out with the bathwater,l
out of order,l
out of order,"The expression 'out of order' is used literally in the sentence: 'I'm sorry, the photocopy machine is out of order at the moment.' → Output: l"
out of order,l
muddy the waters,l
muddy the waters,l
muddy the waters,l
move the goalposts,l
move the goalposts,Output: l
move the goalposts,Output: l
hair of the dog,l
hair of the dog,The expression 'hair of the dog' is used literally in the sentence: 'He spent the afternoon carefully combing out the tangled hair of the dog to make it look presentable.' → Output: l
hair of the dog,l
have someone's number,l
neither here nor there,i
neither here nor there,i
neither here nor there,l
out of the woods,l
out of the woods,l
out of the woods,l
sit on the fence,l
sit on the fence,l
sit on the fence,l
keep the peace,l
keep the peace,l
six feet under,l
six feet under,l
six feet under,l
dead and buried,l
dead and buried,l
dead and buried,l
down in the dumps,i
down in the dumps,l
down in the dumps,l
know the score,l
know the score,l
know the score,l
oil and water,l
oil and water,Output: l
oil and water,Output: l
add fuel to the fire,l
add fuel to the fire,l
add fuel to the fire,l
power behind the throne,i
power behind the throne,i
power behind the throne,"The expression 'power behind the throne' is used figuratively in the sentence: 'Despite his lack of formal title or position, he was the power behind the throne, guiding the nation's decisions and policies.' → Output: i"
blood and guts,Output: l
blood and guts,The expression 'blood and guts' is used literally in the sentence: 'The surgeon spent hours wading through blood and guts trying to save the patient's life.' → Output: l
blood and guts,l
strike while the iron is hot,l
strike while the iron is hot,l
on the hop,l
on the hop,l
on the hop,l
all over the map,l
all over the map,l
all over the map,l
let the cat out of the bag,l
let the cat out of the bag,l
let the cat out of the bag,l
blaze a trail,l
blaze a trail,l
blaze a trail,l
on the bounce,l
on the bounce,l
on the bounce,l
at a canter,l
at a canter,l
at a canter,l
out to lunch,l
out to lunch,l
out to lunch,l
twist someone's arm,l
twist someone's arm,l
twist someone's arm,l
swings and roundabouts,l
swings and roundabouts,l
swings and roundabouts,l
on the ball,l
on the ball,l
rob Peter to pay Paul,l
rob Peter to pay Paul,i
rob Peter to pay Paul,i
ring a bell,l
ring a bell,l
ring a bell,l
to die for,l
to die for,l
to die for,l
everything but the kitchen sink,i
spend a penny,l
spend a penny,l
spend a penny,l
in black and white,l
in black and white,l
