idiom,sentence
all hell broke loose,i
all hell broke loose,Output: i
all hell broke loose,i
off the hook,i
off the hook,Output: i
off the hook,Output: l
against the grain,Output: i
against the grain,i
play with fire,i
play with fire,i
play with fire,i
make a killing,i
make a killing,Output: i
make a killing,Output: i
carry the can,i
carry the can,Output: i
carry the can,Output: i
in the doghouse,i
in the doghouse,Output: i
in the doghouse,Output: i
behind the scenes,Output: i
behind the scenes,Output: i
behind the scenes,i
go to the wall,Output: i
go to the wall,i
go to the wall,i
see the light of day,Output: i
see the light of day,Output: i
under the weather,Output: i
under the weather,Output: i
under the weather,i
jump through hoops,i
jump through hoops,Output: i
jump through hoops,i
on the horn,Output: i
on the horn,Output: i
to the bone,i
to the bone,i
push the envelope,Output: i
push the envelope,Output: i
look on the bright side,Output: i
look on the bright side,i
up to here,Output: i
up to here,i
up to here,Output: i
night and day,Output: i
night and day,Output: l
head for the hills,Output: l
head for the hills,i
head for the hills,i
pass the buck,i
pass the buck,i
rise from the ashes,Output: i
rise from the ashes,i
rise from the ashes,Output: i
meat and potatoes,i
meat and potatoes,i
meat and potatoes,i
in bed with,Output: i
in bed with,Output: i
in bed with,Output: i
in the pink,Output: i
in the pink,i
in the pink,"The expression 'in the pink' is used literally in the sentence: 'Experiment with newcomers : ' Avanti ' , a very early flowering geranium , and ' Picotee Swirl ' , the first busy Lizzie in soft pink with frilled , deep rose edges.' → Output: l"
go to town,i
go to town,i
go to town,i
heart of gold,Output: i
heart of gold,i
heart of gold,i
par for the course,Output: i
par for the course,Output: i
par for the course,Output: i
out of line,Output: i
out of line,Output: i
out of line,Output: i
stay the course,i
stay the course,Output: i
stay the course,Output: i
smoke and mirrors,i
smoke and mirrors,Output: i
get to the bottom of,i
get to the bottom of,i
get to the bottom of,i
by the book,Output: i
by the book,Output: i
in your face,Output: i
in your face,Output: i
in your face,i
in the black,Output: i
in the black,Output: i
in the black,Output: i
hit the nail on the head,i
hit the nail on the head,Output: i
in the driving seat,Output: i
in the driving seat,i
in the driving seat,Output: i
join the club,i
join the club,Output: i
join the club,i
walk the plank,i
walk the plank,i
eat humble pie,Output: i
eat humble pie,i
eat humble pie,i
up the river,i
up the river,"The expression 'up the river' is used figuratively in the sentence: 'I been beaten up by hoods, framed on a murder rap, beaten up by cops, sent up the river, beaten up by prison bulls, got a last-minute reprieve from the governor, and been beaten up by my girl.' → Output: i"
up the river,i
circle the wagons,Output: i
look the part,i
look the part,i
look the part,Output: i
moment of truth,Output: i
all bets are off,Output: i
all bets are off,i
knock someone's socks off,Output: i
on the side of the angels,i
on the side of the angels,Output: i
on the side of the angels,Output: i
jump on the bandwagon,i
jump on the bandwagon,Output: i
jump on the bandwagon,i
turn the other cheek,i
raise the roof,i
raise the roof,i
raise the roof,Output: i
do the right thing,i
do the right thing,Output: i
do the right thing,Output: i
on the square,Output: l
