idiom,sentence
all hell broke loose,i
all hell broke loose,i
all hell broke loose,i
off the hook,l
off the hook,l
off the hook,l
against the grain,l
against the grain,l
play with fire,l
play with fire,l
play with fire,l
make a killing,i
make a killing,l
make a killing,i
carry the can,l
carry the can,l
carry the can,l
in the doghouse,l
in the doghouse,l
in the doghouse,l
behind the scenes,l
behind the scenes,l
behind the scenes,l
go to the wall,l
go to the wall,l
go to the wall,l
see the light of day,i
see the light of day,l
under the weather,i
under the weather,i
under the weather,i
jump through hoops,l
jump through hoops,i
jump through hoops,i
on the horn,l
on the horn,l
to the bone,l
to the bone,l
push the envelope,l
push the envelope,l
look on the bright side,i
look on the bright side,i
up to here,l
up to here,l
up to here,i
night and day,l
night and day,l
head for the hills,l
head for the hills,l
head for the hills,i
pass the buck,i
pass the buck,l
rise from the ashes,l
rise from the ashes,i
rise from the ashes,l
meat and potatoes,l
meat and potatoes,l
meat and potatoes,l
in bed with,l
in bed with,l
in bed with,l
in the pink,Output: i
in the pink,i
in the pink,i
go to town,l
go to town,l
go to town,l
heart of gold,l
heart of gold,i
heart of gold,i
par for the course,i
par for the course,Output: i
par for the course,i
out of line,l
out of line,l
out of line,l
stay the course,i
stay the course,i
stay the course,i
smoke and mirrors,i
smoke and mirrors,i
get to the bottom of,l
get to the bottom of,l
get to the bottom of,l
by the book,l
by the book,l
in your face,l
in your face,l
in your face,l
in the black,l
in the black,l
in the black,l
hit the nail on the head,i
hit the nail on the head,l
in the driving seat,l
in the driving seat,l
in the driving seat,l
join the club,l
join the club,l
join the club,Output: i
walk the plank,l
walk the plank,l
eat humble pie,l
eat humble pie,i
eat humble pie,l
up the river,l
up the river,l
up the river,"The expression 'up the river' is used literally in the sentence: 'The old mill was located a few miles up the river, hidden by towering trees.' 

Output: l"
circle the wagons,l
look the part,l
look the part,i
look the part,i
moment of truth,i
all bets are off,i
all bets are off,i
knock someone's socks off,i
on the side of the angels,i
on the side of the angels,i
on the side of the angels,i
jump on the bandwagon,i
jump on the bandwagon,i
jump on the bandwagon,i
turn the other cheek,i
raise the roof,l
raise the roof,l
raise the roof,l
do the right thing,i
do the right thing,i
do the right thing,i
on the square,l
on the square,l
on the square,l
pick up the pieces,l
pick up the pieces,l
pick up the pieces,l
touch and go,l
off and running,l
off and running,i
off and running,i
horses for courses,i
horses for courses,i
horses for courses,i
wipe the slate clean,l
wipe the slate clean,l
wipe the slate clean,i
hit the jackpot,l
hit the jackpot,l
hit the jackpot,l
round the bend,l
round the bend,l
round the bend,l
go for the jugular,l
go for the jugular,l
go for the jugular,l
nip and tuck,i
nip and tuck,l
nip and tuck,i
throw the baby out with the bathwater,i
throw the baby out with the bathwater,i
out of order,l
out of order,l
out of order,l
muddy the waters,l
muddy the waters,l
muddy the waters,i
move the goalposts,l
move the goalposts,l
move the goalposts,l
hair of the dog,i
hair of the dog,l
hair of the dog,l
have someone's number,l
neither here nor there,i
neither here nor there,i
neither here nor there,i
out of the woods,l
out of the woods,i
out of the woods,l
sit on the fence,l
sit on the fence,l
sit on the fence,l
keep the peace,l
keep the peace,l
six feet under,l
six feet under,l
six feet under,l
dead and buried,l
dead and buried,l
dead and buried,l
down in the dumps,i
down in the dumps,i
down in the dumps,i
know the score,l
know the score,l
know the score,l
oil and water,l
oil and water,l
oil and water,l
add fuel to the fire,l
add fuel to the fire,l
add fuel to the fire,l
power behind the throne,i
power behind the throne,i
power behind the throne,i
blood and guts,l
blood and guts,l
blood and guts,l
strike while the iron is hot,i
strike while the iron is hot,i
on the hop,i
on the hop,i
on the hop,i
all over the map,i
all over the map,i
all over the map,i
let the cat out of the bag,i
let the cat out of the bag,i
let the cat out of the bag,i
blaze a trail,l
blaze a trail,l
blaze a trail,l
on the bounce,l
on the bounce,l
on the bounce,l
at a canter,l
at a canter,l
at a canter,l
out to lunch,i
out to lunch,Output: l
out to lunch,l
twist someone's arm,l
twist someone's arm,l
twist someone's arm,l
swings and roundabouts,l
swings and roundabouts,l
swings and roundabouts,l
on the ball,l
on the ball,l
rob Peter to pay Paul,i
