idiom,sentence
all hell broke loose,Output: l
all hell broke loose,Output: l
all hell broke loose,Output: l
off the hook,output: l
off the hook,output: l
off the hook,Output: l
against the grain,output: l
against the grain,output: l
play with fire,output: l
play with fire,Output: l
play with fire,output: l
make a killing,Output: l
make a killing,Output: l
make a killing,Output: l
carry the can,output: l
carry the can,Output: l
carry the can,output: l
in the doghouse,Output: l
in the doghouse,Output: l
in the doghouse,Output: l
behind the scenes,output: l
behind the scenes,Output: l
behind the scenes,Output: l
go to the wall,Output: l
go to the wall,output: l
go to the wall,Output: l
see the light of day,Output: l
see the light of day,Output: l
under the weather,Output: l
under the weather,Output: l
under the weather,Output: l
jump through hoops,output: l
jump through hoops,output: l
jump through hoops,output: l
on the horn,output: l
on the horn,Output: l
to the bone,Output: l
to the bone,Output: l
push the envelope,Output: l
push the envelope,output: l
look on the bright side,Output: l
look on the bright side,Output: l
up to here,Output: l
up to here,"To determine whether the expression ""up to here"" is used figuratively or literally, let's analyze the sentence. The sentence is ""She stacked the books up to here on the shelf."" In this context, ""up to here"" is likely accompanied by a gesture indicating the height to which the books were stacked. This implies a physical, tangible measure that corresponds directly to the literal space being described.

Therefore, considering the direct reference to a physical location and the implication of a gesture to indicate height, the expression ""up to here"" is used literally in this sentence.

output: l"
up to here,output: l
night and day,Output: l
night and day,Output: l
head for the hills,Output: l
head for the hills,Output: l
head for the hills,Output: l
pass the buck,Output: l
pass the buck,Output: l
rise from the ashes,output: l
rise from the ashes,Output: l
rise from the ashes,Output: l
meat and potatoes,output: l
meat and potatoes,Output: l
meat and potatoes,output: l
in bed with,output: l
in bed with,output: l
in bed with,output: l
in the pink,Output: l
in the pink,Output: l
in the pink,Output: l
go to town,output: l
go to town,Output: l
go to town,Output: l
heart of gold,Output: l
heart of gold,Output: l
heart of gold,Output: l
par for the course,output: l
par for the course,Output: l
par for the course,output: l
out of line,output: l
out of line,output: l
out of line,output: l
stay the course,Output: l
stay the course,output: l
stay the course,Output: l
smoke and mirrors,Output: l
smoke and mirrors,output: l
get to the bottom of,Output: l
get to the bottom of,Output: l
get to the bottom of,Output: l
by the book,Output: l
by the book,Output: l
in your face,output: l
in your face,Output: l
in your face,Output: l
in the black,Output: l
in the black,Output: l
in the black,Output: l
hit the nail on the head,Output: l
hit the nail on the head,Output: l
in the driving seat,output: l
in the driving seat,Output: l
