idiom,sentence
all hell broke loose,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'all hell broke loose'
 sentence: 'When the demons were unleashed from the underworld, all hell broke loose on Earth.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Output: i"
all hell broke loose,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'all hell broke loose'
 sentence: 'After the sorcerer opened the forbidden book, all hell broke loose as literal demons poured into the world.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Great! I'm happy to help you with this.

In this case, the expression ""all hell broke loose"" is used figuratively. So, the output would be:

Output: i"
all hell broke loose,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'all hell broke loose'
 sentence: 'The moment the evil queen shattered the ancient seal, all hell broke loose, with fiery creatures rampaging through the kingdom.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure, I'd be happy to help!

The expression ""all hell broke loose"" in the given sentence is used figuratively. Therefore, the output is:

output: i"
off the hook,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'off the hook'
 sentence: 'The fish wriggled and managed to get itself off the hook.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure! The expression ""off the hook"" is used figuratively, so I will generate ""output: i""."
off the hook,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'off the hook'
 sentence: 'She carefully took the ornament off the hook to avoid breaking it.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure, I'd be happy to help!

Expression: 'off the hook'

Sentence: She carefully took the ornament off the hook to avoid breaking it.

Output: i (figurative)

In this case, the expression ""off the hook"" is used figuratively to mean """
off the hook,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'off the hook'
 sentence: 'The coat fell off the hook and onto the floor.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Output: i (figurative)

The expression ""off the hook"" is commonly used figuratively to mean ""free from responsibility or obligation."" In the sentence ""The coat fell off the hook and onto the floor,"" the word ""hook"" is being used literally to refer to a hook or a hanger used to hang something"
against the grain,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'against the grain'
 sentence: 'Carpenters recommend not to sand against the grain as it can damage the wood.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Output: i"
against the grain,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'against the grain'
 sentence: 'She sliced the loaf of bread against the grain, making the pieces uneven.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure! The expression ""against the grain"" in the sentence you provided is figurative. So, the output would be:

Output: i"
play with fire,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'play with fire'
 sentence: 'Despite the danger, he decided to play with fire, poking the embers with a stick.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure! Here's my answer:

Output: i (figurative)

The expression ""play with fire"" is a common idiom that means to engage in risky or dangerous behavior without thinking about the consequences. In this sentence, the speaker is using the expression figuratively to describe the person's decision to"
play with fire,"[INST] <<SYS>>
You are a language expert.
<</SYS>>

expression: 'play with fire'
 sentence: 'The children were strictly forbidden to play with fire while camping.' QUESTION: Is the expression figurative or literal? Generate 'output: i' if the idiom is used figuratively, or generate 'output: l' if the expression is used literally. Only generate the letter after 'output: '. [/INST]  Sure! The expression ""play with fire"" is figurative. So, the output would be:

Output: i"
