Idiom,Sentence
all hell broke loose,'i' for figurative.
all hell broke loose,'i'
all hell broke loose,'i'
off the hook,'i'
off the hook,i
off the hook,'l'
against the grain,'i'
against the grain,'l'
play with fire,i
play with fire,'l'
play with fire,i
make a killing,"The expression 'make a killing' in the sentence ""Gardening columns in the Sunday newspapers were full of it, magazines and television programmes gave advice and encouragement and the garden centres made a killing on weedkiller sales."" is used figuratively. The correct answer is 'i'."
make a killing,i
make a killing,'i'
carry the can,i
carry the can,'i'
carry the can,i
in the doghouse,i
in the doghouse,i
in the doghouse,i
behind the scenes,i
behind the scenes,'l'
behind the scenes,'i'
go to the wall,'i'
go to the wall,'i'
go to the wall,i
see the light of day,i
see the light of day,"The expression 'see the light of day' is used figuratively in the sentence: 'Sadly, for it was a lively, largely autobiographical piece, it would never see the light of day.' Therefore, the answer is 'i'."
under the weather,i
under the weather,'i'
under the weather,i
jump through hoops,'i'
jump through hoops,i
jump through hoops,i
on the horn,i
on the horn,The correct answer is 'i' for figurative.
to the bone,'i'
to the bone,i
push the envelope,i
push the envelope,i
look on the bright side,i
look on the bright side,i
up to here,The expression 'up to here' is used figuratively in the sentence provided. So the answer is 'i'.
up to here,i
up to here,"The expression 'up to here' is used figuratively in the sentence: 'In any way , shape or form , I 've had it up to here with chickens!'. The correct answer is 'i'."
night and day,'i' for figurative.
night and day,'l'
head for the hills,'l'
head for the hills,The expression 'head for the hills' in the given sentence is used figuratively. So the answer is 'i'.
head for the hills,'i'
pass the buck,i
pass the buck,'i'
rise from the ashes,The correct answer is 'i' for figurative.
rise from the ashes,i
rise from the ashes,i
meat and potatoes,i
meat and potatoes,'l'
meat and potatoes,'l'
in bed with,i
in bed with,'l'
in bed with,'i'
in the pink,i
in the pink,The expression 'in the pink' is used figuratively in the sentence. The correct answer is 'i'.
in the pink,"The expression 'in the pink' is not used in the given sentence. Therefore, neither figurative ('i') nor literal ('l') applies. The phrase 'in soft pink' in the sentence is used literally to describe the color of 'Picotee Swirl,' a variety of busy Lizzie."
go to town,'i' for figurative.
go to town,'l'
go to town,i
heart of gold,i
heart of gold,"The expression 'heart of gold' is used figuratively in the sentence: 'But the heart - of - gold whore and the con man are sentimentally conceived.'. 

The letter corresponding to your answer is 'i'."
heart of gold,i
par for the course,"The expression 'par for the course' is used figuratively in this sentence. Thus, the answer is 'i'."
par for the course,i
par for the course,'i'
out of line,i
out of line,'i'
out of line,'i' for figurative.
stay the course,'l'
stay the course,i
stay the course,i
smoke and mirrors,'i' for figurative
smoke and mirrors,'i'
get to the bottom of,i
get to the bottom of,i
get to the bottom of,i
by the book,'i'
by the book,i
in your face,i
in your face,i
in your face,i
in the black,'i'
in the black,'i'
in the black,i
hit the nail on the head,i
hit the nail on the head,'i'
in the driving seat,i
in the driving seat,i
in the driving seat,'i' for figurative.
join the club,'l'
join the club,i
join the club,'l'
walk the plank,i
walk the plank,'i'
eat humble pie,"The expression 'eat humble pie' in this context is used figuratively. So, the answer is 'i'."
eat humble pie,The correct answer is 'i' for figurative.
eat humble pie,"The expression 'eat humble pie' is used figuratively in the sentence: 'The Midlanders have been eating humble pie this season, though they deserve better fare.' 

Therefore, the answer is 'i'."
up the river,"The expression 'up the river' is used figuratively in the sentence: 'And number three; you've signed your way into a deal you know nothing about and which has almost certainly sold you up the river.'

The correct answer is: i"
up the river,"The expression 'up the river' is used figuratively in the sentence. Therefore, the answer is 'i'."
up the river,"The expression 'up the river' in the sentence provided is used literally. Therefore, the answer is:

'l'"
circle the wagons,i
look the part,'i' for figurative.
look the part,i
look the part,i
moment of truth,i
all bets are off,"The expression 'all bets are off' is used figuratively in the sentence provided. Therefore, the answer is 'i'."
all bets are off,i
knock someone's socks off,i
on the side of the angels,i
on the side of the angels,'i' for figurative
on the side of the angels,i
jump on the bandwagon,i
jump on the bandwagon,i
jump on the bandwagon,"The expression 'jump on the bandwagon' is used figuratively in the sentence: 'He is simply jumping on a publicity bandwagon.' 
Answer: i"
turn the other cheek,'i'
raise the roof,'i'
raise the roof,i
raise the roof,'i'
do the right thing,i
do the right thing,'i' for figurative.
do the right thing,i
on the square,The expression 'on the square' is used figuratively in the sentence provided. So the answer is 'i'.
on the square,i
on the square,'l'
pick up the pieces,i
pick up the pieces,"The expression is used literally in the sentence provided. The action of physically picking up pieces with tweezers is described. Therefore, the answer is 'l'."
pick up the pieces,'i'
touch and go,i
off and running,"The expression 'off and running' is used figuratively in the sentence provided. The phrase is being used to describe the start of the new point to point season, not literally referring to anything running. Therefore, the answer is 'i'."
off and running,i
off and running,i
horses for courses,'i'
horses for courses,'i'
horses for courses,i
wipe the slate clean,'i' for figurative.
wipe the slate clean,i
wipe the slate clean,i
hit the jackpot,"The expression 'hit the jackpot' is being used figuratively in the sentence. 

Answer: 'i'"
hit the jackpot,'i' for figurative.
hit the jackpot,i
round the bend,i
round the bend,i
