Idiom,Sentence
all hell broke loose,l
all hell broke loose,l
all hell broke loose,i
off the hook,l
off the hook,l
off the hook,l
against the grain,l
against the grain,'l'
play with fire,"The expression 'play with fire' in this context: 'Despite the danger, he decided to play with fire, poking the embers with a stick.' holds literal meaning.

Output: l"
play with fire,l
play with fire,l
make a killing,'l'
make a killing,l
make a killing,l
carry the can,l
carry the can,l
carry the can,l
in the doghouse,'l'
in the doghouse,l
in the doghouse,l
behind the scenes,l
behind the scenes,'l'
behind the scenes,l
go to the wall,'l'
go to the wall,'l'
go to the wall,l
see the light of day,l
see the light of day,l
under the weather,'l'
under the weather,l
under the weather,l
jump through hoops,l
jump through hoops,‘l’
jump through hoops,l
on the horn,l
on the horn,"The expression 'on the horn' in this context is used to refer to the actual horn of the saddle, which is a physical component of a saddle. Therefore, the meaning is literal.

Output 'l'."
to the bone,l
to the bone,l
push the envelope,l
push the envelope,l
look on the bright side,`l`
look on the bright side,l
up to here,l
up to here,'l'
up to here,l
night and day,l
night and day,i
head for the hills,l
head for the hills,'l'
head for the hills,l
pass the buck,'l'
pass the buck,l
rise from the ashes,l
rise from the ashes,l
rise from the ashes,"The expression ""rise from the ashes"" holds figurative meaning in this context, as it is used to convey the idea of a lone flower emerging or surviving against all odds after a house fire.

Output: i"
meat and potatoes,l
meat and potatoes,l
meat and potatoes,l
in bed with,l
in bed with,l
in bed with,l
in the pink,l
in the pink,'l'
in the pink,l
go to town,l
go to town,'l'
go to town,l
heart of gold,"In the context given ('The alchemist, after years of studying, was able to transmute a chunk of lead into a heart of gold.'), the expression 'heart of gold' holds a **literal** meaning. The alchemist transformed lead into an actual physical heart made of gold. 

Therefore, the output is `'l'`."
heart of gold,l
heart of gold,l
par for the course,'l'
par for the course,'l'
par for the course,'l'
out of line,l
out of line,'l'
out of line,l
stay the course,'l'
stay the course,"The expression 'stay the course' in the context 'The hiker was advised to stay the course and not venture off into unknown territory' holds a literal meaning, as it advises the hiker to literally stick to a known path and avoid straying into potentially dangerous areas.

Output: l"
stay the course,"In this context, the expression 'stay the course' holds literal meaning because it relates directly to continuing along the physical course of the marathon race. Therefore, the output is 'l'."
smoke and mirrors,'l'
smoke and mirrors,l
get to the bottom of,l
get to the bottom of,l
get to the bottom of,'l'
by the book,l
by the book,"The expression 'by the book' in this context is used literally, as it suggests that the detective physically found the piece of evidence inside a book in the library. Therefore, the output should be 'l'."
in your face,l
in your face,l
in your face,'l'
in the black,l
in the black,"The expression 'in the black' in the context 'The cat, almost invisible in the black, pounced on the unsuspecting mouse.' holds a literal meaning. The cat is described as being almost invisible against a dark background. Therefore, the output is:

'l'"
in the black,'l'
hit the nail on the head,l
hit the nail on the head,l
in the driving seat,l
in the driving seat,l
in the driving seat,l
join the club,l
join the club,l
join the club,i
walk the plank,l
walk the plank,l
eat humble pie,l
eat humble pie,'l'
eat humble pie,l
up the river,l
up the river,l
up the river,l
circle the wagons,l
look the part,"The expression 'look the part' in this context holds literal meaning because it refers to the actor actually wearing the knight's armour and physically appearing suitable for his role in the historical drama. Thus, the output is:

l"
look the part,i
look the part,i
moment of truth,"The expression 'moment of truth' in the context 'When the detective confronted the suspect with the evidence, it was a moment of truth.' holds figurative meaning. Output: 'i'."
all bets are off,l
all bets are off,l
knock someone's socks off,'l'
on the side of the angels,i
on the side of the angels,l
on the side of the angels,l
jump on the bandwagon,"The expression 'jump on the bandwagon' in this context refers to the children's literal desire to physically get on the bandwagon that is part of the circus. Therefore, it holds a literal meaning.

Output: l"
jump on the bandwagon,'l'
jump on the bandwagon,l
turn the other cheek,l
raise the roof,l
raise the roof,'l'
raise the roof,l
do the right thing,'i'
do the right thing,i
do the right thing,i
on the square,l
on the square,l
on the square,l
pick up the pieces,l
pick up the pieces,l
pick up the pieces,l
touch and go,'l'
off and running,'l'
off and running,l
off and running,l
horses for courses,l
horses for courses,'l'
horses for courses,l
wipe the slate clean,l
wipe the slate clean,l
wipe the slate clean,i
hit the jackpot,l
hit the jackpot,l
hit the jackpot,l
round the bend,l
round the bend,'l'
round the bend,l
go for the jugular,l
go for the jugular,l
go for the jugular,l
nip and tuck,l
nip and tuck,l
nip and tuck,l
throw the baby out with the bathwater,l
throw the baby out with the bathwater,i
out of order,"The expression 'out of order' in the context 'The elevator is out of order so we'll need to use the stairs.' holds a literal meaning. Therefore, the output is 'l'."
out of order,"The expression 'out of order' in the context 'I'm sorry, the photocopy machine is out of order at the moment.' holds literal meaning because it is directly referring to the physical state of the photocopy machine being broken or not functioning. Therefore, the output is 'l'."
out of order,"The expression ""out of order"" in the context ""The restroom is out of order, you'll need to use the one on the next floor."" holds a literal meaning. Therefore, the output is 'l'."
muddy the waters,l
muddy the waters,l
muddy the waters,'l'
move the goalposts,l
move the goalposts,l
move the goalposts,l
hair of the dog,'l'
hair of the dog,l
hair of the dog,l
have someone's number,l
neither here nor there,l
neither here nor there,'l'
neither here nor there,"The expression 'neither here nor there' in the context 'The bird, confused and disoriented by the storm, found that its home was neither here nor there.' holds **literal meaning**. 

Output: **'l'**"
out of the woods,l
out of the woods,'l'
out of the woods,l
sit on the fence,l
sit on the fence,'l'
sit on the fence,l
keep the peace,l
keep the peace,l
six feet under,l
six feet under,l
six feet under,"The expression 'six feet under' in the context 'The buried pipeline runs six feet under the surface of the ground.' holds a literal meaning. Therefore, the output is:

'l'"
dead and buried,l
dead and buried,l
dead and buried,'l'
down in the dumps,"The expression 'down in the dumps' in this context is used figuratively to describe a state of sadness or depression. It does not mean that the person is literally in a dump searching for things.

Output: i"
down in the dumps,l
down in the dumps,'l'
know the score,'l'
know the score,'l'
know the score,l
oil and water,l
oil and water,l
